urn:cts:TraveLab:BT:en:Adler:token:1.1	These
urn:cts:TraveLab:BT:en:Adler:token:23.17	die
urn:cts:TraveLab:BT:en:Adler:token:23.18	,
urn:cts:TraveLab:BT:en:Adler:token:23.19	and
urn:cts:TraveLab:BT:en:Adler:token:23.20	the
urn:cts:TraveLab:BT:en:Adler:token:23.21	last
urn:cts:TraveLab:BT:en:Adler:token:23.22	lament
urn:cts:TraveLab:BT:en:Adler:token:23.23	those
urn:cts:TraveLab:BT:en:Adler:token:23.24	that
urn:cts:TraveLab:BT:en:Adler:token:23.25	preceded
urn:cts:TraveLab:BT:en:Adler:token:23.26	them
urn:cts:TraveLab:BT:en:Adler:token:23.27	in
urn:cts:TraveLab:BT:en:Adler:token:23.28	death
urn:cts:TraveLab:BT:en:Adler:token:23.29	.
urn:cts:TraveLab:BT:en:Adler:token:24.1	They
urn:cts:TraveLab:BT:en:Adler:token:24.2	teach
urn:cts:TraveLab:BT:en:Adler:token:24.3	their
urn:cts:TraveLab:BT:en:Adler:token:24.4	daughters'
urn:cts:TraveLab:BT:en:Adler:token:24.5	lamentations
urn:cts:TraveLab:BT:en:Adler:token:24.6	.
urn:cts:TraveLab:BT:en:Adler:token:25.1	In
urn:cts:TraveLab:BT:en:Adler:token:25.2	the
urn:cts:TraveLab:BT:en:Adler:token:25.3	night
urn:cts:TraveLab:BT:en:Adler:token:25.4	they
urn:cts:TraveLab:BT:en:Adler:token:25.5	groan
urn:cts:TraveLab:BT:en:Adler:token:25.6	and
urn:cts:TraveLab:BT:en:Adler:token:25.7	howl
urn:cts:TraveLab:BT:en:Adler:token:25.8	.
urn:cts:TraveLab:BT:en:Adler:token:26.1	The
urn:cts:TraveLab:BT:en:Adler:token:26.2	dogs
urn:cts:TraveLab:BT:en:Adler:token:26.3	also
urn:cts:TraveLab:BT:en:Adler:token:26.4	whine
urn:cts:TraveLab:BT:en:Adler:token:26.5	and
urn:cts:TraveLab:BT:en:Adler:token:26.6	bark
urn:cts:TraveLab:BT:en:Adler:token:26.7	at
urn:cts:TraveLab:BT:en:Adler:token:26.8	their
urn:cts:TraveLab:BT:en:Adler:token:26.9	voice
urn:cts:TraveLab:BT:en:Adler:token:26.10	.
urn:cts:TraveLab:BT:en:Adler:token:27.1	He
urn:cts:TraveLab:BT:en:Adler:token:27.2	then
urn:cts:TraveLab:BT:en:Adler:token:27.3	travelled
urn:cts:TraveLab:BT:en:Adler:token:27.4	about
urn:cts:TraveLab:BT:en:Adler:token:27.5	eight
urn:cts:TraveLab:BT:en:Adler:token:27.6	days
urn:cts:TraveLab:BT:en:Adler:token:27.7	,
urn:cts:TraveLab:BT:en:Adler:token:27.8	and
urn:cts:TraveLab:BT:en:Adler:token:27.9	at
urn:cts:TraveLab:BT:en:Adler:token:27.10	the
urn:cts:TraveLab:BT:en:Adler:token:27.11	extremity
urn:cts:TraveLab:BT:en:Adler:token:27.12	of
urn:cts:TraveLab:BT:en:Adler:token:27.13	the
urn:cts:TraveLab:BT:en:Adler:token:27.14	land
urn:cts:TraveLab:BT:en:Adler:token:27.15	of
urn:cts:TraveLab:BT:en:Adler:token:27.16	Chazaria
urn:cts:TraveLab:BT:en:Adler:token:27.17	seventeen
urn:cts:TraveLab:BT:en:Adler:token:27.18	rivers
urn:cts:TraveLab:BT:en:Adler:token:27.19	4
urn:cts:TraveLab:BT:en:Adler:token:27.20	surrounding
urn:cts:TraveLab:BT:en:Adler:token:27.21	it
urn:cts:TraveLab:BT:en:Adler:token:27.22	unite
urn:cts:TraveLab:BT:en:Adler:token:27.23	,
urn:cts:TraveLab:BT:en:Adler:token:27.24	and
urn:cts:TraveLab:BT:en:Adler:token:27.25	whoever
urn:cts:TraveLab:BT:en:Adler:token:27.26	wishes
urn:cts:TraveLab:BT:en:Adler:token:27.27	to
urn:cts:TraveLab:BT:en:Adler:token:27.28	undertake
urn:cts:TraveLab:BT:en:Adler:token:27.29	a
urn:cts:TraveLab:BT:en:Adler:token:27.30	distant
urn:cts:TraveLab:BT:en:Adler:token:27.31	journey
urn:cts:TraveLab:BT:en:Adler:token:27.32	repairs
urn:cts:TraveLab:BT:en:Adler:token:27.33	hither
urn:cts:TraveLab:BT:en:Adler:token:27.34	.
urn:cts:TraveLab:BT:en:Adler:token:27.35	5
urn:cts:TraveLab:BT:en:Adler:token:28.1	There
urn:cts:TraveLab:BT:en:Adler:token:28.2	is
urn:cts:TraveLab:BT:en:Adler:token:28.3	a
urn:cts:TraveLab:BT:en:Adler:token:28.4	sea
urn:cts:TraveLab:BT:en:Adler:token:28.5	there
urn:cts:TraveLab:BT:en:Adler:token:28.6	on
urn:cts:TraveLab:BT:en:Adler:token:28.7	one
urn:cts:TraveLab:BT:en:Adler:token:28.8	side
urn:cts:TraveLab:BT:en:Adler:token:28.9	,
urn:cts:TraveLab:BT:en:Adler:token:28.10	from
urn:cts:TraveLab:BT:en:Adler:token:28.11	which
urn:cts:TraveLab:BT:en:Adler:token:28.12	there
urn:cts:TraveLab:BT:en:Adler:token:28.13	arises
urn:cts:TraveLab:BT:en:Adler:token:28.14	a
urn:cts:TraveLab:BT:en:Adler:token:28.15	great
urn:cts:TraveLab:BT:en:Adler:token:28.16	stench
urn:cts:TraveLab:BT:en:Adler:token:28.17	,
urn:cts:TraveLab:BT:en:Adler:token:28.18	6
urn:cts:TraveLab:BT:en:Adler:token:28.19	whilst
urn:cts:TraveLab:BT:en:Adler:token:28.20	on
urn:cts:TraveLab:BT:en:Adler:token:28.21	the
urn:cts:TraveLab:BT:en:Adler:token:28.22	other
urn:cts:TraveLab:BT:en:Adler:token:28.23	side
urn:cts:TraveLab:BT:en:Adler:token:28.24	there
urn:cts:TraveLab:BT:en:Adler:token:28.25	(
urn:cts:TraveLab:BT:en:Adler:token:28.26	is
urn:cts:TraveLab:BT:en:Adler:token:28.27	a
urn:cts:TraveLab:BT:en:Adler:token:28.28	sea
urn:cts:TraveLab:BT:en:Adler:token:28.29	)
urn:cts:TraveLab:BT:en:Adler:token:28.30	which
urn:cts:TraveLab:BT:en:Adler:token:28.31	does
urn:cts:TraveLab:BT:en:Adler:token:28.32	not
urn:cts:TraveLab:BT:en:Adler:token:28.33	emit
urn:cts:TraveLab:BT:en:Adler:token:28.34	any
urn:cts:TraveLab:BT:en:Adler:token:28.35	offensive
urn:cts:TraveLab:BT:en:Adler:token:28.36	smell
urn:cts:TraveLab:BT:en:Adler:token:28.37	.
urn:cts:TraveLab:BT:en:Adler:token:29.1	There
urn:cts:TraveLab:BT:en:Adler:token:29.2	is
urn:cts:TraveLab:BT:en:Adler:token:29.3	about
urn:cts:TraveLab:BT:en:Adler:token:29.4	a
urn:cts:TraveLab:BT:en:Adler:token:29.5	day’s
urn:cts:TraveLab:BT:en:Adler:token:29.6	journey
urn:cts:TraveLab:BT:en:Adler:token:29.7	between
urn:cts:TraveLab:BT:en:Adler:token:29.8	the
urn:cts:TraveLab:BT:en:Adler:token:29.9	two
urn:cts:TraveLab:BT:en:Adler:token:29.10	seas
urn:cts:TraveLab:BT:en:Adler:token:29.11	.
urn:cts:TraveLab:BT:en:Adler:token:30.1	If
urn:cts:TraveLab:BT:en:Adler:token:30.2	any
urn:cts:TraveLab:BT:en:Adler:token:30.3	individual
urn:cts:TraveLab:BT:en:Adler:token:30.4	passed
urn:cts:TraveLab:BT:en:Adler:token:30.5	the
urn:cts:TraveLab:BT:en:Adler:token:30.6	stinky
urn:cts:TraveLab:BT:en:Adler:token:30.7	sea
urn:cts:TraveLab:BT:en:Adler:token:30.8	,
urn:cts:TraveLab:BT:en:Adler:token:30.9	he
urn:cts:TraveLab:BT:en:Adler:token:30.10	would
urn:cts:TraveLab:BT:en:Adler:token:30.11	die
urn:cts:TraveLab:BT:en:Adler:token:30.12	immediately
urn:cts:TraveLab:BT:en:Adler:token:30.13	.
urn:cts:TraveLab:BT:en:Adler:token:31.1	When
urn:cts:TraveLab:BT:en:Adler:token:31.2	the
urn:cts:TraveLab:BT:en:Adler:token:31.3	wind
urn:cts:TraveLab:BT:en:Adler:token:31.4	blows
urn:cts:TraveLab:BT:en:Adler:token:31.5	from
urn:cts:TraveLab:BT:en:Adler:token:31.6	the
urn:cts:TraveLab:BT:en:Adler:token:31.7	stinky
urn:cts:TraveLab:BT:en:Adler:token:31.8	sea
urn:cts:TraveLab:BT:en:Adler:token:31.9	to
urn:cts:TraveLab:BT:en:Adler:token:31.10	that
urn:cts:TraveLab:BT:en:Adler:token:31.11	not
urn:cts:TraveLab:BT:en:Adler:token:31.12	emitting
urn:cts:TraveLab:BT:en:Adler:token:31.13	any
urn:cts:TraveLab:BT:en:Adler:token:31.14	offensive
urn:cts:TraveLab:BT:en:Adler:token:31.15	smell
urn:cts:TraveLab:BT:en:Adler:token:31.16	many
urn:cts:TraveLab:BT:en:Adler:token:31.17	die
urn:cts:TraveLab:BT:en:Adler:token:31.18	.
urn:cts:TraveLab:BT:en:Adler:token:32.1	People
urn:cts:TraveLab:BT:en:Adler:token:32.2	only
urn:cts:TraveLab:BT:en:Adler:token:32.3	go
urn:cts:TraveLab:BT:en:Adler:token:32.4	there
urn:cts:TraveLab:BT:en:Adler:token:32.5	when
urn:cts:TraveLab:BT:en:Adler:token:32.6	the
urn:cts:TraveLab:BT:en:Adler:token:32.7	wind
urn:cts:TraveLab:BT:en:Adler:token:32.8	blows
urn:cts:TraveLab:BT:en:Adler:token:32.9	in
urn:cts:TraveLab:BT:en:Adler:token:32.10	a
urn:cts:TraveLab:BT:en:Adler:token:32.11	different
urn:cts:TraveLab:BT:en:Adler:token:32.12	direction
urn:cts:TraveLab:BT:en:Adler:token:32.13	.
urn:cts:TraveLab:BT:en:Adler:token:32.14	7
urn:cts:TraveLab:BT:en:Adler:token:33.1	Rabbi
urn:cts:TraveLab:BT:en:Adler:token:33.2	Petachia
urn:cts:TraveLab:BT:en:Adler:token:33.3	passed
urn:cts:TraveLab:BT:en:Adler:token:33.4	into
urn:cts:TraveLab:BT:en:Adler:token:33.5	the
urn:cts:TraveLab:BT:en:Adler:token:33.6	land
urn:cts:TraveLab:BT:en:Adler:token:33.7	of
urn:cts:TraveLab:BT:en:Adler:token:33.8	Togarma
urn:cts:TraveLab:BT:en:Adler:token:33.9	.
urn:cts:TraveLab:BT:en:Adler:token:33.10	8
urn:cts:TraveLab:BT:en:Adler:token:34.1	From
urn:cts:TraveLab:BT:en:Adler:token:34.2	thence
urn:cts:TraveLab:BT:en:Adler:token:34.3	,
urn:cts:TraveLab:BT:en:Adler:token:34.4	and
urn:cts:TraveLab:BT:en:Adler:token:34.5	further
urn:cts:TraveLab:BT:en:Adler:token:34.6	on
urn:cts:TraveLab:BT:en:Adler:token:34.7	,
urn:cts:TraveLab:BT:en:Adler:token:34.8	people
urn:cts:TraveLab:BT:en:Adler:token:34.9	believe
urn:cts:TraveLab:BT:en:Adler:token:34.10	in
urn:cts:TraveLab:BT:en:Adler:token:34.11	the
urn:cts:TraveLab:BT:en:Adler:token:34.12	law
urn:cts:TraveLab:BT:en:Adler:token:34.13	of
urn:cts:TraveLab:BT:en:Adler:token:34.14	Mahomet
urn:cts:TraveLab:BT:en:Adler:token:34.15	.
urn:cts:TraveLab:BT:en:Adler:token:35.1	From
urn:cts:TraveLab:BT:en:Adler:token:35.2	Togarma
urn:cts:TraveLab:BT:en:Adler:token:35.3	he
urn:cts:TraveLab:BT:en:Adler:token:35.4	entered
urn:cts:TraveLab:BT:en:Adler:token:35.5	the
urn:cts:TraveLab:BT:en:Adler:token:35.6	country
urn:cts:TraveLab:BT:en:Adler:token:35.7	of
urn:cts:TraveLab:BT:en:Adler:token:35.8	Ararat
urn:cts:TraveLab:BT:en:Adler:token:35.9	.
urn:cts:TraveLab:BT:en:Adler:token:36.1	In
urn:cts:TraveLab:BT:en:Adler:token:36.2	eight
urn:cts:TraveLab:BT:en:Adler:token:36.3	days
urn:cts:TraveLab:BT:en:Adler:token:36.4	he
urn:cts:TraveLab:BT:en:Adler:token:36.5	journeyed
urn:cts:TraveLab:BT:en:Adler:token:36.6	as
urn:cts:TraveLab:BT:en:Adler:token:36.7	far
urn:cts:TraveLab:BT:en:Adler:token:36.8	as
urn:cts:TraveLab:BT:en:Adler:token:36.9	Nisibis
urn:cts:TraveLab:BT:en:Adler:token:36.10	,
urn:cts:TraveLab:BT:en:Adler:token:36.11	leaving
urn:cts:TraveLab:BT:en:Adler:token:36.12	the
urn:cts:TraveLab:BT:en:Adler:token:36.13	high
urn:cts:TraveLab:BT:en:Adler:token:36.14	mountains
urn:cts:TraveLab:BT:en:Adler:token:36.15	of
urn:cts:TraveLab:BT:en:Adler:token:36.16	Ararat
urn:cts:TraveLab:BT:en:Adler:token:36.17	9
urn:cts:TraveLab:BT:en:Adler:token:36.18	at
urn:cts:TraveLab:BT:en:Adler:token:36.19	the
urn:cts:TraveLab:BT:en:Adler:token:36.20	right
urn:cts:TraveLab:BT:en:Adler:token:36.21	.
urn:cts:TraveLab:BT:en:Adler:token:37.1	In
urn:cts:TraveLab:BT:en:Adler:token:37.2	the
urn:cts:TraveLab:BT:en:Adler:token:37.3	land
urn:cts:TraveLab:BT:en:Adler:token:37.4	of
urn:cts:TraveLab:BT:en:Adler:token:37.5	Kedar
urn:cts:TraveLab:BT:en:Adler:token:37.6	there
urn:cts:TraveLab:BT:en:Adler:token:37.7	are
urn:cts:TraveLab:BT:en:Adler:token:37.8	no
urn:cts:TraveLab:BT:en:Adler:token:37.9	Jews
urn:cts:TraveLab:BT:en:Adler:token:37.10	,
urn:cts:TraveLab:BT:en:Adler:token:37.11	only
urn:cts:TraveLab:BT:en:Adler:token:37.12	heretics
urn:cts:TraveLab:BT:en:Adler:token:37.13	.
urn:cts:TraveLab:BT:en:Adler:token:37.14	10
urn:cts:TraveLab:BT:en:Adler:token:38.1	And
urn:cts:TraveLab:BT:en:Adler:token:38.2	Rabbi
urn:cts:TraveLab:BT:en:Adler:token:38.3	Petachia
urn:cts:TraveLab:BT:en:Adler:token:38.4	asked
urn:cts:TraveLab:BT:en:Adler:token:38.5	them
urn:cts:TraveLab:BT:en:Adler:token:38.6	,
urn:cts:TraveLab:BT:en:Adler:token:38.7	Why
urn:cts:TraveLab:BT:en:Adler:token:38.8	do
urn:cts:TraveLab:BT:en:Adler:token:38.9	you
urn:cts:TraveLab:BT:en:Adler:token:38.10	not
urn:cts:TraveLab:BT:en:Adler:token:38.11	believe
urn:cts:TraveLab:BT:en:Adler:token:38.12	in
urn:cts:TraveLab:BT:en:Adler:token:38.13	the
urn:cts:TraveLab:BT:en:Adler:token:38.14	words
urn:cts:TraveLab:BT:en:Adler:token:38.15	of
urn:cts:TraveLab:BT:en:Adler:token:38.16	the
urn:cts:TraveLab:BT:en:Adler:token:38.17	sages
urn:cts:TraveLab:BT:en:Adler:token:38.18	?
urn:cts:TraveLab:BT:en:Adler:token:39.1	They
urn:cts:TraveLab:BT:en:Adler:token:39.2	replied
urn:cts:TraveLab:BT:en:Adler:token:39.3	,
urn:cts:TraveLab:BT:en:Adler:token:39.4	Because
urn:cts:TraveLab:BT:en:Adler:token:39.5	our
urn:cts:TraveLab:BT:en:Adler:token:39.6	fathers
urn:cts:TraveLab:BT:en:Adler:token:39.7	did
urn:cts:TraveLab:BT:en:Adler:token:39.8	not
urn:cts:TraveLab:BT:en:Adler:token:39.9	teach
urn:cts:TraveLab:BT:en:Adler:token:39.10	them
urn:cts:TraveLab:BT:en:Adler:token:39.11	to
urn:cts:TraveLab:BT:en:Adler:token:39.12	us
urn:cts:TraveLab:BT:en:Adler:token:39.13	.
urn:cts:TraveLab:BT:en:Adler:token:40.1	On
urn:cts:TraveLab:BT:en:Adler:token:40.2	the
urn:cts:TraveLab:BT:en:Adler:token:40.3	eve
urn:cts:TraveLab:BT:en:Adler:token:40.4	of
urn:cts:TraveLab:BT:en:Adler:token:40.5	Sabbath
urn:cts:TraveLab:BT:en:Adler:token:40.6	they
urn:cts:TraveLab:BT:en:Adler:token:40.7	cut
urn:cts:TraveLab:BT:en:Adler:token:40.8	all
urn:cts:TraveLab:BT:en:Adler:token:40.9	the
urn:cts:TraveLab:BT:en:Adler:token:40.10	bread
urn:cts:TraveLab:BT:en:Adler:token:40.11	which
urn:cts:TraveLab:BT:en:Adler:token:40.12	they
urn:cts:TraveLab:BT:en:Adler:token:40.13	eat
urn:cts:TraveLab:BT:en:Adler:token:40.14	on
urn:cts:TraveLab:BT:en:Adler:token:40.15	Sabbath
urn:cts:TraveLab:BT:en:Adler:token:40.16	.
urn:cts:TraveLab:BT:en:Adler:token:41.1	They
urn:cts:TraveLab:BT:en:Adler:token:41.2	eat
urn:cts:TraveLab:BT:en:Adler:token:41.3	in
urn:cts:TraveLab:BT:en:Adler:token:41.4	the
urn:cts:TraveLab:BT:en:Adler:token:41.5	dark
urn:cts:TraveLab:BT:en:Adler:token:41.6	,
urn:cts:TraveLab:BT:en:Adler:token:41.7	and
urn:cts:TraveLab:BT:en:Adler:token:41.8	sit
urn:cts:TraveLab:BT:en:Adler:token:41.9	the
urn:cts:TraveLab:BT:en:Adler:token:41.10	whole
urn:cts:TraveLab:BT:en:Adler:token:41.11	day
urn:cts:TraveLab:BT:en:Adler:token:41.12	on
urn:cts:TraveLab:BT:en:Adler:token:41.13	one
urn:cts:TraveLab:BT:en:Adler:token:41.14	spot
urn:cts:TraveLab:BT:en:Adler:token:41.15	.
urn:cts:TraveLab:BT:en:Adler:token:42.1	Their
urn:cts:TraveLab:BT:en:Adler:token:42.2	prayers
urn:cts:TraveLab:BT:en:Adler:token:42.3	consist
urn:cts:TraveLab:BT:en:Adler:token:42.4	only
urn:cts:TraveLab:BT:en:Adler:token:42.5	of
urn:cts:TraveLab:BT:en:Adler:token:42.6	psalms
urn:cts:TraveLab:BT:en:Adler:token:42.7	.
urn:cts:TraveLab:BT:en:Adler:token:43.1	And
urn:cts:TraveLab:BT:en:Adler:token:43.2	when
urn:cts:TraveLab:BT:en:Adler:token:43.3	Rabbi
urn:cts:TraveLab:BT:en:Adler:token:43.4	Petachia
urn:cts:TraveLab:BT:en:Adler:token:43.5	imparted
urn:cts:TraveLab:BT:en:Adler:token:43.6	to
urn:cts:TraveLab:BT:en:Adler:token:43.7	them
urn:cts:TraveLab:BT:en:Adler:token:43.8	our
urn:cts:TraveLab:BT:en:Adler:token:43.9	ritual
urn:cts:TraveLab:BT:en:Adler:token:43.10	and
urn:cts:TraveLab:BT:en:Adler:token:43.11	prayer
urn:cts:TraveLab:BT:en:Adler:token:43.12	after
urn:cts:TraveLab:BT:en:Adler:token:43.13	meals
urn:cts:TraveLab:BT:en:Adler:token:43.14	9
urn:cts:TraveLab:BT:en:Adler:token:43.15	they
urn:cts:TraveLab:BT:en:Adler:token:43.16	were
urn:cts:TraveLab:BT:en:Adler:token:43.17	pleased
urn:cts:TraveLab:BT:en:Adler:token:43.18	.
urn:cts:TraveLab:BT:en:Adler:token:44.1	Thev
urn:cts:TraveLab:BT:en:Adler:token:44.2	also
urn:cts:TraveLab:BT:en:Adler:token:44.3	said
urn:cts:TraveLab:BT:en:Adler:token:44.4	,
urn:cts:TraveLab:BT:en:Adler:token:44.5	We
urn:cts:TraveLab:BT:en:Adler:token:44.6	have
urn:cts:TraveLab:BT:en:Adler:token:44.7	never
urn:cts:TraveLab:BT:en:Adler:token:44.8	heard
urn:cts:TraveLab:BT:en:Adler:token:44.9	what
urn:cts:TraveLab:BT:en:Adler:token:44.10	the
urn:cts:TraveLab:BT:en:Adler:token:44.11	Talmud
urn:cts:TraveLab:BT:en:Adler:token:44.12	is
urn:cts:TraveLab:BT:en:Adler:token:44.13	.
urn:cts:TraveLab:BT:en:Adler:token:45.1	In
urn:cts:TraveLab:BT:en:Adler:token:45.2	the
urn:cts:TraveLab:BT:en:Adler:token:45.3	land
urn:cts:TraveLab:BT:en:Adler:token:45.4	of
urn:cts:TraveLab:BT:en:Adler:token:45.5	Ararat
urn:cts:TraveLab:BT:en:Adler:token:45.6	he
urn:cts:TraveLab:BT:en:Adler:token:45.7	travelled
urn:cts:TraveLab:BT:en:Adler:token:45.8	in
urn:cts:TraveLab:BT:en:Adler:token:45.9	the
urn:cts:TraveLab:BT:en:Adler:token:45.10	mountains
urn:cts:TraveLab:BT:en:Adler:token:45.11	of
urn:cts:TraveLab:BT:en:Adler:token:45.12	Ararat
urn:cts:TraveLab:BT:en:Adler:token:45.13	as
urn:cts:TraveLab:BT:en:Adler:token:45.14	far
urn:cts:TraveLab:BT:en:Adler:token:45.15	as
urn:cts:TraveLab:BT:en:Adler:token:45.16	Nisibis
urn:cts:TraveLab:BT:en:Adler:token:45.17	and
urn:cts:TraveLab:BT:en:Adler:token:45.18	the
urn:cts:TraveLab:BT:en:Adler:token:45.19	city
urn:cts:TraveLab:BT:en:Adler:token:45.20	of
urn:cts:TraveLab:BT:en:Adler:token:45.21	Chosen
urn:cts:TraveLab:BT:en:Adler:token:45.22	Capha
urn:cts:TraveLab:BT:en:Adler:token:45.23	11
urn:cts:TraveLab:BT:en:Adler:token:45.24	(
urn:cts:TraveLab:BT:en:Adler:token:45.25	that
urn:cts:TraveLab:BT:en:Adler:token:45.26	is
urn:cts:TraveLab:BT:en:Adler:token:45.27	,
urn:cts:TraveLab:BT:en:Adler:token:45.28	Strength
urn:cts:TraveLab:BT:en:Adler:token:45.29	of
urn:cts:TraveLab:BT:en:Adler:token:45.30	a
urn:cts:TraveLab:BT:en:Adler:token:45.31	Great
urn:cts:TraveLab:BT:en:Adler:token:45.32	Rock
urn:cts:TraveLab:BT:en:Adler:token:45.33	)
urn:cts:TraveLab:BT:en:Adler:token:45.34	.
urn:cts:TraveLab:BT:en:Adler:token:46.1	At
urn:cts:TraveLab:BT:en:Adler:token:46.2	the
urn:cts:TraveLab:BT:en:Adler:token:46.3	extremity
urn:cts:TraveLab:BT:en:Adler:token:46.4	of
urn:cts:TraveLab:BT:en:Adler:token:46.5	the
urn:cts:TraveLab:BT:en:Adler:token:46.6	mountains
urn:cts:TraveLab:BT:en:Adler:token:46.7	of
urn:cts:TraveLab:BT:en:Adler:token:46.8	Ararat
urn:cts:TraveLab:BT:en:Adler:token:46.9	he
urn:cts:TraveLab:BT:en:Adler:token:46.10	travelled
urn:cts:TraveLab:BT:en:Adler:token:46.11	two
urn:cts:TraveLab:BT:en:Adler:token:46.12	days
urn:cts:TraveLab:BT:en:Adler:token:46.13	to
urn:cts:TraveLab:BT:en:Adler:token:46.14	the
urn:cts:TraveLab:BT:en:Adler:token:46.15	opposite
urn:cts:TraveLab:BT:en:Adler:token:46.16	side
urn:cts:TraveLab:BT:en:Adler:token:46.17	.
urn:cts:TraveLab:BT:en:Adler:token:47.1	At
urn:cts:TraveLab:BT:en:Adler:token:47.2	Nisibis
urn:cts:TraveLab:BT:en:Adler:token:47.3	there
urn:cts:TraveLab:BT:en:Adler:token:47.4	is
urn:cts:TraveLab:BT:en:Adler:token:47.5	a
urn:cts:TraveLab:BT:en:Adler:token:47.6	large
urn:cts:TraveLab:BT:en:Adler:token:47.7	congregation
urn:cts:TraveLab:BT:en:Adler:token:47.8	,
urn:cts:TraveLab:BT:en:Adler:token:47.9	also
urn:cts:TraveLab:BT:en:Adler:token:47.10	the
urn:cts:TraveLab:BT:en:Adler:token:47.11	synagogue
urn:cts:TraveLab:BT:en:Adler:token:47.12	of
urn:cts:TraveLab:BT:en:Adler:token:47.13	Rabbi
urn:cts:TraveLab:BT:en:Adler:token:47.14	Yehudah
urn:cts:TraveLab:BT:en:Adler:token:47.15	,
urn:cts:TraveLab:BT:en:Adler:token:47.16	son
urn:cts:TraveLab:BT:en:Adler:token:47.17	of
urn:cts:TraveLab:BT:en:Adler:token:47.18	Bethera
urn:cts:TraveLab:BT:en:Adler:token:47.19	,
urn:cts:TraveLab:BT:en:Adler:token:47.20	and
urn:cts:TraveLab:BT:en:Adler:token:47.21	two
urn:cts:TraveLab:BT:en:Adler:token:47.22	synagogues
urn:cts:TraveLab:BT:en:Adler:token:47.23	which
urn:cts:TraveLab:BT:en:Adler:token:47.24	Esdra
urn:cts:TraveLab:BT:en:Adler:token:47.25	the
urn:cts:TraveLab:BT:en:Adler:token:47.26	scribe
urn:cts:TraveLab:BT:en:Adler:token:47.27	built
urn:cts:TraveLab:BT:en:Adler:token:47.28	.
urn:cts:TraveLab:BT:en:Adler:token:47.29	12
urn:cts:TraveLab:BT:en:Adler:token:48.1	In
urn:cts:TraveLab:BT:en:Adler:token:48.2	one
urn:cts:TraveLab:BT:en:Adler:token:48.3	of
urn:cts:TraveLab:BT:en:Adler:token:48.4	them
urn:cts:TraveLab:BT:en:Adler:token:48.5	is
urn:cts:TraveLab:BT:en:Adler:token:48.6	a
urn:cts:TraveLab:BT:en:Adler:token:48.7	red
urn:cts:TraveLab:BT:en:Adler:token:48.8	stone
urn:cts:TraveLab:BT:en:Adler:token:48.9	fixed
urn:cts:TraveLab:BT:en:Adler:token:48.10	in
urn:cts:TraveLab:BT:en:Adler:token:48.11	the
urn:cts:TraveLab:BT:en:Adler:token:48.12	wall
urn:cts:TraveLab:BT:en:Adler:token:48.13	,
urn:cts:TraveLab:BT:en:Adler:token:48.14	which
urn:cts:TraveLab:BT:en:Adler:token:48.15	he
urn:cts:TraveLab:BT:en:Adler:token:48.16	had
urn:cts:TraveLab:BT:en:Adler:token:48.17	brought
urn:cts:TraveLab:BT:en:Adler:token:48.18	with
urn:cts:TraveLab:BT:en:Adler:token:48.19	him
urn:cts:TraveLab:BT:en:Adler:token:48.20	,
urn:cts:TraveLab:BT:en:Adler:token:48.21	being
urn:cts:TraveLab:BT:en:Adler:token:48.22	from
urn:cts:TraveLab:BT:en:Adler:token:48.23	the
urn:cts:TraveLab:BT:en:Adler:token:48.24	stones
urn:cts:TraveLab:BT:en:Adler:token:48.25	of
urn:cts:TraveLab:BT:en:Adler:token:48.26	the
urn:cts:TraveLab:BT:en:Adler:token:48.27	Temple
urn:cts:TraveLab:BT:en:Adler:token:48.28	.
urn:cts:TraveLab:BT:en:Adler:token:49.1	From
urn:cts:TraveLab:BT:en:Adler:token:49.2	Nisibis
urn:cts:TraveLab:BT:en:Adler:token:49.3	and
urn:cts:TraveLab:BT:en:Adler:token:49.4	further
urn:cts:TraveLab:BT:en:Adler:token:49.5	extends
urn:cts:TraveLab:BT:en:Adler:token:49.6	the
urn:cts:TraveLab:BT:en:Adler:token:49.7	land
urn:cts:TraveLab:BT:en:Adler:token:49.8	of
urn:cts:TraveLab:BT:en:Adler:token:49.9	Assur
urn:cts:TraveLab:BT:en:Adler:token:49.10	.
urn:cts:TraveLab:BT:en:Adler:token:50.1	Chazaria
urn:cts:TraveLab:BT:en:Adler:token:50.2	has
urn:cts:TraveLab:BT:en:Adler:token:50.3	a
urn:cts:TraveLab:BT:en:Adler:token:50.4	language
urn:cts:TraveLab:BT:en:Adler:token:50.5	of
urn:cts:TraveLab:BT:en:Adler:token:50.6	its
urn:cts:TraveLab:BT:en:Adler:token:50.7	own
urn:cts:TraveLab:BT:en:Adler:token:50.8	;
urn:cts:TraveLab:BT:en:Adler:token:50.9	Togarma
urn:cts:TraveLab:BT:en:Adler:token:50.10	has
urn:cts:TraveLab:BT:en:Adler:token:50.11	a
urn:cts:TraveLab:BT:en:Adler:token:50.12	language
urn:cts:TraveLab:BT:en:Adler:token:50.13	of
urn:cts:TraveLab:BT:en:Adler:token:50.14	its
urn:cts:TraveLab:BT:en:Adler:token:50.15	own
urn:cts:TraveLab:BT:en:Adler:token:50.16	(
urn:cts:TraveLab:BT:en:Adler:token:50.17	they
urn:cts:TraveLab:BT:en:Adler:token:50.18	pay
urn:cts:TraveLab:BT:en:Adler:token:50.19	tribute
urn:cts:TraveLab:BT:en:Adler:token:50.20	to
